Id;DATE_DERNIERE_MAJ;INTERET;TYPE;THEME;EVENEMENT_CADRE;NOM_OFFRE;LIEU;RUE;CODE_POSTAL;COMMUNE;COMMUNE_INSEE;TEL;TEL_MOB;MEL;SITE_WEB;LONGITUDE;LATITUDE;GEOLOC_MANUELLE;LABEL_TOURISME_HANDICAP;MARQUES_LABELS;DATES;TARIFS
"FMAAQU064V58T9J7";"03/09/2018";"Promotion locale";"Concert # Spectacle";"";"";"Réseau des Médiathèques - Bal Gascon";"Médiathèque André Labarrère";"Place Marguerite Laborde";"64000";"PAU";"64445";"+33 5 47 05 10 00";"";"mediatheques@agglo-pau.fr";"http://mediatheques.agglo-pau.fr";" -0.3682381";"43.3004409";"Oui";"";"";"13/09/2018|13/09/2018|18:00||||";""
"FMAAQU064V58T9EM";"03/09/2018";"Promotion locale";"Concert # Spectacle";"";"";"Réseau des Médiathèques - Concert de Mayo";"Médiathèque André Labarrère";"Place Marguerite Laborde";"64000";"PAU";"64445";"+33 5 47 05 10 00";"";"mediatheques@agglo-pau.fr";"http://mediatheques.agglo-pau.fr";" -0.3682381";"43.3004409";"Oui";"";"";"08/09/2018|08/09/2018|11:00||||";""
"FMAAQU064V58T9PX";"03/09/2018";"Promotion locale";"Concert # Divertissement # Spectacle";"";"";"Réseau des Médiathèques - Ecoute en pleine conscience";"Médiathèque Trait d'union";"rue parc en ciel";"64000";"PAU";"64445";"+33 5 59 84 74 18";"";"mediatheques@agglo-pau.fr";"http://mediatheques.agglo-pau.fr";" -0.3449779";"43.3226742";"Oui";"";"";"28/09/2018|28/09/2018|16:00|||| # 21/12/2018|21/12/2018|16:00||||";"Gratuit|||"
"FMAAQU064V58T9I6";"03/09/2018";"Promotion locale";"Concert # Spectacle";"";"";"Réseau des Médiathèques - Présentation de la saison ""Tonnerre de Jazz""";"Médiathèque André Labarrère";"Place Marguerite Laborde";"64000";"PAU";"64445";"+33 5 47 05 10 00";"";"mediatheques@agglo-pau.fr";"http://mediatheques.agglo-pau.fr";" -0.3682381";"43.3004409";"Oui";"";"";"08/09/2018|08/09/2018|14:30||||";"Gratuit|||"
"FMAAQU064V58S0LX";"24/08/2018";"Promotion locale";"Animation Jeune Public # Concert # Conférence # Divertissement # Exposition # Spectacle";"";"";"Réseau des Médiathèques - programme Septembre-Décembre 2018 ";"";"";"64000";"PAU";"64445";"+33 5 47 05 10 00";"";"mediatheques@agglo-pau.fr";"http://mediatheques.agglo-pau.fr";" -0.3682381";"43.3004409";"Oui";"";"";"01/09/2018|31/12/2018|||||";""
"FMAAQU033V50LT52";"25/07/2018";"Promotion régionale";"Spectacle";"Danse";"";"Résidence compagnie Rêvolution ""Muses""";"Centre Culturel Les Carmes";"8 place des Carmes ";"33210";"LANGON";"33227";"+33 5 56 63 14 45";"";"contact@lescarmes.fr";"http://www.lescarmes.fr/";" -0.2451171";"44.5554670";"Oui";"";"";"17/09/2018|28/09/2018|||||";""
"FMAAQU024V508O1M";"12/09/2018";"Promotion locale";"Concert # Festival # Théâtre";"";"";"RESIDENCE NOMADE #2 : 2ème édition du festival des arts itinérants";"Salle du P'tit Chat Noir";"rue jean Nicot";"24100";"BERGERAC";"24037";"+33 5 53 22 54 76";"";"";"http://www.theatrelagargouille.com/";"0.49079900";"44.862933";"Oui";"";"";"21/09/2018|23/09/2018|||||";""
"FMAAQU040V50I6I1";"03/09/2018";"Promotion locale";"Conférence";"Littérature";"";"Retour du Polar régional à Maison Lacoste";"Librairie Lacoste ";"65, rue Lesbazeilles ";"40000";"MONT-DE-MARSAN";"40192";"";"";"";"";" -0.5006275";"43.8902716";"Oui";"";"";"08/09/2018|08/09/2018|10:00|17:00|||";"Gratuit|||"
"FMAAQU040V50JR7C";"13/09/2018";"Promotion régionale";"Exposition # Visite";"Historique";"";"Rétrospective ""Mestade 200 ans d'histoire""";"Médiathèque";"";"40800";"AIRE-SUR-L'ADOUR";"40001";"+33 5 58 51 34 04";"";"";"";" -0.2622939";"43.700062";"Oui";"";"";"29/09/2018|29/09/2018|10:00||||";"Gratuit|||"
"FMAAQU064V57GSBY";"31/07/2018";"Promotion locale";"Divertissement # Spectacle";"";"";"Ring d'impros  ";"La Luna Negra";"Rue des Augustins";"64100";"BAYONNE";"64102";"+33 5 59 25 78 05";"";"";"http://www.lunanegra.fr";" -1.4758707";"43.4891609";"Oui";"";"";"20/09/2018|20/09/2018|||20:15||";""
"FMAAQU064V58RRC3";"22/08/2018";"Promotion locale";"Divertissement # Spectacle";"";"";"Ring d'impros  ";"La Luna Negra";"Rue des Augustins";"64100";"BAYONNE";"64102";"+33 5 59 25 78 05";"";"";"http://www.lunanegra.fr";" -1.4758707";"43.4891609";"Oui";"";"";"25/09/2018|25/09/2018|||20:15||";""
"FMAAQU033V50HW4L";"08/09/2018";"Promotion régionale";"Animations locales # Concert";"Sports nautiques";"";"Rivière en fête";"Place des halles";"Saint-pardon de Vayres";"33870";"VAYRES";"33539";"";"+33 7 81 01 77 76";"";"";" -0.3195959";"44.9102386";"Oui";"";"";"08/09/2018|08/09/2018|||||";""
"FMAAQU033V50NLPE";"29/08/2018";"Promotion locale";"Théâtre";"";"";"Robin et Pipo";"";"23 Avenue de la Mairie";"33370";"POMPIGNAC";"33330";"+33 5 57 97 13 00";"";"";"";" -0.439822";"44.850746";"Oui";"";"";"15/09/2018|15/09/2018|17:00|20:00|||";""
"FMAAQU064V58OZ3C";"05/09/2018";"Promotion locale";"Concert";"";"";"Rokoko & Jugendblasorchester";"Théâtre Quintaou";"1 allée de Quintaou";"64600";"ANGLET";"64024";"+33 5 59 58 35 60";"";"culture@anglet.fr";"";" -1.5132760";"43.4843218";"Oui";"";"";"06/09/2018|06/09/2018|11:00||||";"Gratuit|0,00||"
"FMAAQU033FS000SW";"30/08/2018";"Promotion régionale";"Animations locales # Théâtre";"Feux d'artifice # Patrimoine culturel";"";"Ronde de nuit en Bastide";"Porte de la Mer";"Allées de Lattre de Tassigny";"33410";"CADILLAC";"33081";"+33 5 57 98 02 10";"";"";"";" -0.3216769";"44.6367377";"";"";"";"22/09/2018|22/09/2018|21:00||||";"Gratuit|||Sur réservation"
"FMAAQU064V58UH2O";"14/09/2018";"Promotion locale";"Compétition sportive";"Sport collectif";"";"Rugby";"Stade";"Saint-Jean-Pied-de-Port";"64220";"SAINT-JEAN-PIED-DE-PORT";"64485";"";"";"";"";" -1.2355999";"43.1651526";"Oui";"";"";"16/09/2018|16/09/2018|||||";""
"FMAAQU064V58LAV6";"18/07/2018";"Promotion régionale";"Compétition sportive";"Rugby";"";"Rugby Pro D2: Aviron Bayonnais / Provence rugby";"Stade Jean Dauger";"";"64100";"BAYONNE";"64102";"+33 5 59 63 33 15";"";"";"http://www.abrugby.fr/";" -1.4792342";"43.4860236";"Oui";"";"";"21/09/2018|21/09/2018|||||";""
"FMAAQU064V58NLVF";"09/09/2018";"Promotion locale";"Compétition sportive";"Rugby";"";"Rugby TOP14 : Section Paloise Vs Clermont";"Stade du Hameau";"Bvd de l'aviation";"64000";"PAU";"64445";"+33 5 59 11 64 64";"";"";"http://www.section-paloise.com/";" -0.3166807";"43.3094040";"Oui";"";"";"15/09/2018|15/09/2018|18:00||||";""
"FMAAQU064V58NLVP";"31/08/2018";"Promotion locale";"Compétition sportive";"Rugby";"";"Rugby TOP14 : Section Paloise Vs Stade Français Paris";"Stade du Hameau";"Bvd de l'aviation";"64000";"PAU";"64445";"+33 5 59 11 64 64";"";"";"http://www.section-paloise.com/";" -0.3166807";"43.3094040";"Oui";"";"";"23/09/2018|23/09/2018|12:30||||";""
"FMAAQU040V50JR1A";"13/09/2018";"Promotion régionale";"Concert";"Musique contemporaine";"";"RUSTINE TOUR : I SENS + SHT CREW";"Salle des Fêtes";"";"40530";"LABENNE";"40133";"+33 5 59 41 46 61";"";"";"";" -1.4252532";"43.5950265";"Oui";"";"";"29/09/2018|29/09/2018|20:30|00:00|||";"Plein tarif|7,00|7,00|+ conso"
"FMAAQU033V50LLZV";"16/08/2018";"Promotion locale";"Visite";"";"";"Sadirac, Baronnie de Calamiac visite guidée";"";"Chemin de l'Eglise";"33670";"SADIRAC";"33363";"+33 6 80 81 56 63";"";"guidesudret@gmail.com";"http://www.guidesudret.fr/";" -0.4055859";"44.782532";"Oui";"";"";"15/09/2018|15/09/2018|10:00|12:00|||";"Gratuit|||"
"FMAAQU033V50MSBY";"13/08/2018";"Promotion locale";"Animations locales # Concert # Divertissement # Foire ou salon # Portes ouvertes";"";"";"Sadi'vin";"";"23 route de Créon";"33670";"SADIRAC";"33363";"+33 5 56 30 62 29";"";"animation@sadirac.fr";"http://www.mairie-sadirac.fr";" -0.4055859";"44.782532";"Oui";"";"";"01/09/2018|01/09/2018|18:00|00:00|||";""
"FMAAQU033V50NHD9";"27/08/2018";"Promotion locale";"Animations locales";"";"";"Sadi'Vin";"Maison du Patrimoine";"23 route de Créon";"33670";"SADIRAC";"33363";"+33 5 56 30 62 29";"";"animation@sadirac.fr";"";" -0.4069233";"44.7815705";"Oui";"";"";"01/09/2018|01/09/2018|18:00||||";"Gratuit||| # Plein tarif|5,00|5,00|Pass dégustation"
"FMAAQU040V50HJTW";"27/07/2018";"Promotion locale";"Animation patrimoine # Loisir nature";"Randonnée";"";"S'aérer, marcher, explorer...  ";"RDV devant l'Office de Tourisme";"20 Rue du Général Caunègre";"40660";"MOLIETS-ET-MAA";"40187";"+33 5 58 48 56 58";"";"";"";" -1.3585844";"43.8488560";"Oui";"";"";"13/09/2018|13/09/2018|08:30||||";"Plein tarif|5,00|5,00|"
"FMAAQU033V50LRJ2";"31/08/2018";"Promotion nationale";"Animations locales # Festival";"Jeux de société # Médiéval";"";"Saint-Macaire Sort Le Grand Jeu";" Médiathèque Robert Escarpit   ";"Place Mercadiou";"33490";"SAINT-MACAIRE";"33435";"";"+33 6 78 86 86 39";"ludotheque.ephemere33490@gmail.com";"";" -0.2248939";"44.5651480";"Oui";"";"";"14/09/2018|14/09/2018|18:00|||| # 15/09/2018|15/09/2018|14:00|||| # 16/09/2018|16/09/2018|08:00||||";""
"FMAAQU064V58SNRU";"29/08/2018";"Promotion nationale";"Animation Jeune Public # Animation patrimoine # Animations locales # Concert # Divertissement # Exposition # Spectacle # Théâtre";"Arts créatifs/Arts plastiques # Cirque # Comique # Danse # Marionnette # Musique classique # Musique contemporaine # Théâtre de rue";"";"Saison culturelle";"Espace Jéliote";"Rue de la Poste";"64400";"OLORON-SAINTE-MARIE";"64422";"+33 5 59 39 98 68";"";"";"http://spectaclevivant.hautbearn.fr";" -0.6111588";"43.1904202";"Oui";"";"";"15/09/2018|25/05/2019|||||";"Plein tarif|20,00|20,00|Spectacles catégorie A # Plein tarif|18,00|18,00|Spectacles catégorie B # Plein tarif|13,00|13,00|Spectacles Chapelle et communes # Tarif réduit|10,00|10,00|Spectacles catégorie A, 6-18 ans, étudiants, demandeurs d'emploi, RSA # Tarif réduit|8,00|8,00|Spectacles catégorie B, 6-18 ans, étudiants, demandeurs d'emploi, RSA # Tarif réduit|6,00|6,00|Tarif scolaire Espace Jéliote # Tarif réduit|5,00|5,00|Tarif scolaire Chapelle et communes # Tarif réduit|16,00|16,00|Tarif famille parent # Tarif réduit|8,00|8,00|Tarif famille enfant # Gratuit|0,00|0,00|-6 ans # Tarif réduit|14,00|14,00|Abonnés, Espace Jéliote, catégories A et B # Tarif réduit|10,00|10,00|Abonnés, Chapelle et communes # Tarif réduit|8,00|8,00|Abonnés, catégorie A, 6-18 ans, étudiants, dema # Tarif réduit|6,00|6,00|Abonnés, catégorie B, 6-18 ans, étudiants, dema # Tarif réduit|5,00|5,00|Abonnés, Chapelle et communes, 6-18 ans, étudiants, dema # Tarif réduit|16,00|16,00|Tarif groupe +8 personnes, Espace Jéliote # Tarif réduit|11,00|11,00|Tarif groupe +8 personnes, Chapelle et communes"
"FMAAQU024V50C9QN";"22/08/2018";"Promotion locale";"Spectacle";"Comique";"";"Saison culturelle et spectacle";"Centre culturel La Fabrique";"Rue Amiral Courbet";"24110";"SAINT-ASTIER";"24372";"+33 5 53 02 41 99";"";"";"";"0.52649253";"45.1450809";"Oui";"";"";"22/09/2018|22/09/2018|20:30||||";""
"FMAAQU033V505FHX";"25/07/2018";"Promotion régionale";"Concert";"Musique sacrée";"";"Saison de Musique sacrée à la cathédrale de Bordeaux";"Cathédrale Saint André";"Place Pey Berland";"33000";"BORDEAUX";"33063";"+33 5 35 54 48 28";"";"contact@cathedra.fr";"http://www.cathedra.fr/Agenda.htm";" -0.5776592";"44.8378970";"Oui";"";"";"06/04/2018|06/04/2018|20:30|||| # 13/04/2018|13/04/2018|20:30|||| # 27/04/2018|27/04/2018|20:30|||| # 05/05/2018|05/05/2018|20:30|||| # 27/05/2018|27/05/2018|17:00|||| # 28/05/2018|28/05/2018|20:30|||| # 07/08/2018|07/08/2018|18:00|||| # 21/08/2018|21/08/2018|18:00|||| # 28/08/2018|28/08/2018|18:00|||| # 10/09/2018|10/09/2018|20:30||||";"Gratuit|||Festival d'Orgues d'Eté # Plein tarif|||saison 2017 # Tarif réduit|||saison 2017 # Gratuit|||saison 2017 | pour les moins de 12 ans"
"FMAAQU033V50JRBI";"15/08/2018";"Promotion régionale";"Festival";"";"Sites En scène";"Saison musicale de l'Abbatiale - Fabien Chouraqui saxophone et orgue";"Abbatiale Notre-Dame";"Place des Tilleuls";"33230";"GUITRES";"33198";"+33 5 57 51 15 04";"";"info@abbatialedeguitres.com";"http://www.abbatialedeguitres.com # http://www.scenesdete.fr/spectacle-festival/saison-musicale-2";" -0.1875510";"45.0400311";"Oui";"";"";"02/09/2018|02/09/2018|17:00||||";"Gratuit|||"
"FMAAQU024V50AZCX";"31/03/2018";"Promotion régionale";"Exposition";"Arts créatifs/Arts plastiques # Photographie";"";"Saison synoptiques - exposition au château ";"Château d'Excideuil";"Châtelet";"24160";"EXCIDEUIL";"24164";"+33 9 53 62 45 16";"";"excit-oeil@live.fr";"http://excit-oeil.over-blog.com/";"1.04890590";"45.340019";"Oui";"";"";"07/09/2018|27/09/2018|10:00|12:00|15:00|18:00|Mercredi";""
"FMAAQU047V5040UW";"01/08/2018";"Promotion régionale";"Exposition";"";"Journées du Patrimoine";"Salon d'art de la ville d'Agen 2018";"Centre culturel André Malraux";"6 rue Ledru Rollin";"47000";"AGEN";"47001";"+33 5 53 66 54 92";"";"";"http://www.agen.fr";"0.61809089";"44.2025729";"Oui";"";"";"14/09/2018|26/10/2018|14:00||||";"Gratuit|||Gratuit"
"FMAAQU064V50M840";"29/08/2018";"Promotion locale";"Exposition";"Peinture";"";"Salon d'Artistes du Nord Béarn : ""Rêves et Réalités""";"Espace Culturel";"Mairie";"64330";"TADOUSSE-USSAU";"64532";"+33 5 59 68 11 07";"+33 6 31 70 35 50";"sanb64@orange.fr";"";" -0.1914068";"43.5426181";"Oui";"";"";"28/09/2018|07/10/2018|14:00|18:00|||";"Gratuit|0,00|0,00|Entrée libre"
"FMAAQU064FS01UTU";"12/09/2018";"Promotion locale";"Exposition";"Peinture # Photographie # Sculpture";"";"Salon d'automne";"Salle de réunion de la mairie";"Place Huningue";"64530";"PONTACQ";"64453";"";"";"";"";" -0.1141272";"43.1856955";"Oui";"";"";"21/09/2018|23/09/2018|||||";""
"FMAAQU040V50J7VD";"08/08/2018";"Promotion locale";"Divertissement";"";"";"Salon de la femme et du bien-être";"";"";"40230";"SAINT-JEAN-DE-MARSACQ";"40264";"";"";"";"";" -1.2564989";"43.625691";"Oui";"";"";"29/09/2018|30/09/2018|||||";""
"FMAAQU033V50HN3O";"27/08/2018";"Promotion locale";"Exposition";"Arts créatifs/Arts plastiques";"";"Salon des beaux-Arts de Soulac et de sa région";"Musée d'Art";"Rue El Burgo de Osma";"33780";"SOULAC-SUR-MER";"33514";"";"";"";"";" -1.1294381";"45.5128742";"Oui";"";"";"01/09/2018|16/09/2018|15:00|18:00|||Lundi Mardi";""
"FMAAQU064V58UDL3";"13/09/2018";"Promotion locale";"Foire ou salon";"Bien-être";"";"Salon du bien être";"Espace Chemins Bideak";"";"64120";"SAINT-PALAIS";"64493";"";"";"contact@orbe.work";"https://www.orbe.work/";" -1.0345922";"43.3236343";"Oui";"";"";"22/09/2018|22/09/2018|10:00|20:00|||";"Gratuit|||Entrée libre"
"FMAAQU064V58UDOA";"13/09/2018";"Promotion locale";"Foire ou salon";"Bien-être";"";"Salon du bien être ";"Espace Chemins Bideak";"";"64120";"SAINT-PALAIS";"64493";"";"";"contact@orbe.work";"https://www.orbe.work/";" -1.0345922";"43.3236343";"Oui";"";"";"23/09/2018|23/09/2018|10:00|20:00|||";"Gratuit|||Entrée libre"
"FMAAQU047V504GYY";"12/09/2018";"Promotion régionale";"Conférence";"Nature";"";"Salon du Bien-être";"Complexe Culturel de la Manoque";"Cours de Verdun";"47400";"TONNEINS";"47310";"";"+33 6 70 57 75 74";"";"";"0.30707198";"44.3923849";"Oui";"";"";"15/09/2018|16/09/2018|10:00|19:00||| # 15/09/2018|15/09/2018|10:00|19:00||| # 16/09/2018|16/09/2018|10:00|19:00|||";"Plein tarif|2,00|2,00|Entrée"
"FMAAQU047V50ABPL";"21/08/2018";"Promotion locale";"Conférence # Divertissement # Exposition";"Automobile # Bien-être # Gastronomie # Mode # Nature";"";"Salon du Bien-être BIO & Énergie Renouvelable";"Espace Expo";"Avenue Jean Jaurès";"47200";"MARMANDE";"47157";"";"+33 7 88 41 07 81";"salonbienetrebioecologmarmande@gmail.com";"http://salonbienetrebiomarmande.over-blog.com";"0.14351962";"44.5084118";"Oui";"";"";"31/08/2018|02/09/2018||||| # 31/08/2018|31/08/2018|12:00|20:00||| # 01/09/2018|01/09/2018|10:00|20:00||| # 02/09/2018|02/09/2018|10:00|20:00|||";"Plein tarif|1,00|1,00|l'Entrée"
"FMAAQU024V50B0A2";"06/04/2018";"Promotion locale";"Conférence # Exposition # Marché";"Artisanat # Astronomie # Fleurs plantes # Gastronomie # Nature";"";"Salon du bien-être et de la gourmandise";"Salle de spectacle";"Château";"24160";"EXCIDEUIL";"24164";"";"+33 6 83 36 45 60";"peru1953@hotmail.fr";"";"1.04894319";"45.334912";"Oui";"";"";"08/09/2018|09/09/2018|10:00|19:00|||";""
"FMAAQU024V50BYVX";"02/08/2018";"Promotion locale";"Foire ou salon";"";"";"Salon du bien-être et des Médecines naturelles";"La Filature";"Chemin des Feutres du Toulon";"24000";"PERIGUEUX";"24322";"";"";"";"http://www.salon-medecinesnaturelles.com/";"0.697375";"45.198943";"Oui";"";"";"22/09/2018|23/09/2018|||||";""
"FMAAQU047V50BNOR";"03/09/2018";"Promotion régionale";"Foire ou salon";"Agriculture # Apéro-concert # Artisanat # Automobile";"";"Salon du chiot et de quelques chatons";"Parc des expositions";"";"47000";"AGEN";"47001";"+33 5 53 48 49 50";"";"accueil@agen-expo.com";"http://chiot-et-chaton.fr/salonduchiot/salon-du-chiot-Agen-2018.php";"0.61635645";"44.1802848";"Oui";"";"";"29/09/2018|30/09/2018|10:00|18:30|||";"Plein tarif|6,50|6,50|Adulte et enfant + de 11 ans : 6,50 €. # Tarif réduit|3,00|3,00|Enfant de 3 à 11 ans, handicapés : 3 €. # Gratuit|||Enfant moins de 3 ans : gratuit."
"FMAAQU047V50BO12";"14/09/2018";"Promotion locale";"Animations locales # Foire ou salon";"Littérature";"";"Salon du livre";"";"";"47160";"BUZET-SUR-BAISE";"47043";"+33 5 53 79 64 39";"";"bibliotheque.buzet@gmail.com";"";"0.297965";"44.257199";"Oui";"";"";"30/09/2018|30/09/2018|10:00|18:00|||";""
"FMAAQU024V50CI3C";"14/09/2018";"Promotion régionale";"Animations locales # Foire ou salon";"Littérature";"";"Salon du livre au Château Mounet Sully à Bergerac";"Château Mounet Sully";"Château Mounet Sully";"24100";"BERGERAC";"24037";"";"06 70 37 23 91";"";"https://www.tracetavie.com/upload/files/Salon%20du%20livre%20%20et%20ateliers%20d%27%C3%A9criture%20et%20liste%20des%20livres%20%C3%A9dit%C3%A9s.%281%29.pdf";"0.45799496";"44.8699161";"Oui";"";"";"30/09/2018|30/09/2018|10:00|18:00|||";""
"FMAAQU033V50NHNZ";"24/08/2018";"Promotion locale";"Animations locales";"";"";"Salon du tatouage";"Palais des Congrès";"Avenue El Burgo de Osma";"33780";"SOULAC-SUR-MER";"33514";"";"+33 6 02 38 50 60";"";"";" -1.12928";"45.512659";"Oui";"";"";"15/09/2018|16/09/2018|10:00||||";""
"FMAAQU040V50JI8K";"25/08/2018";"Promotion régionale";"Animation Jeune Public # Conférence # Divertissement # Spectacle";"";"";"Salon La Bastide du Bien-être";"";"Labastide-d'Armagnac";"40240";"LABASTIDE-D'ARMAGNAC";"40131";"";"+33 6 34 44 67 21";"";"";" -0.185492";"43.969977";"Oui";"";"";"08/09/2018|09/09/2018|||||";""
"FMAAQU033FS00CF7";"08/09/2018";"Promotion locale";"Animations locales # Divertissement";"Mode";"";"Salon pour elle - Salon du bien être Marcillac";"Foyer Polyvalent";"Le Bourg";"33860";"MARCILLAC";"33267";"+33 5 57 32 41 03";"+33 6 17 18 21 11";"";"";" -0.5208849";"45.2690122";"Oui";"";"";"30/09/2018|30/09/2018|10:00|18:00|||";""
"FMAAQU033V50BQ4Q";"16/05/2018";"Promotion régionale";"Foire ou salon";"";"";"Salon sérénité - 3ème édition";"Salle le Sully";"rue Sully";"33230";"COUTRAS";"33138";"";"+33 6 99 88 69 65";"";"";" -0.1275904";"45.0423385";"Oui";"";"";"22/09/2018|23/09/2018|10:00|18:00|||";""
"FMAAQU040V50IHA8";"07/07/2018";"Promotion régionale";"Concert";"Apéro-concert # Jazz et blues # Musique de variété";"";"Samedis en musique";"Centre-ville";"";"40500";"SAINT-SEVER";"40282";"+33 5 58 76 00 02";"";"";"";" -0.5734377";"43.7601056";"Oui";"";"";"01/09/2018|01/09/2018|11:00||||";"Gratuit|||"
"FMAAQU033V50NF3M";"23/08/2018";"Promotion locale";"Concert";"Musique contemporaine";"";"Sans Crier Gare : Concert ""SANGUE""";"";"Ancienne Gare";"33190";"LAMOTHE-LANDERRON";"33221";"";"+33 6 85 32 45 55";"infos@sanscriergare.com";"";"0.060589";"44.557374";"Oui";"";"";"22/09/2018|22/09/2018|19:00|23:00|||";"Plein tarif|12,00|12,00| # Gratuit|||- 12 ans"
"FMAAQU064FS007AK";"07/09/2018";"Promotion régionale";"Animations locales # Concert";"Fanfares bandas";"";"Sarako Bestak";"Fronton";"";"64310";"SARE";"64504";"";"";"";"";" -1.5809790";"43.3127390";"";"";"";"08/09/2018|08/09/2018|09:00|02:00|||";""
"FMAAQU064FS007AM";"07/09/2018";"Promotion régionale";"Animations locales # Concert";"";"";"Sarako Bestak";"Fronton";"";"64310";"SARE";"64504";"";"";"";"";" -1.5809790";"43.3127390";"";"";"";"09/09/2018|09/09/2018|||||";""
"FMAAQU064FS007AO";"07/09/2018";"Promotion régionale";"Animations locales # Concert";"Fanfares bandas";"";"Sarako Bestak";"Fronton";"";"64310";"SARE";"64504";"";"";"";"";" -1.5809790";"43.3127390";"";"";"";"10/09/2018|10/09/2018|||||";""
"FMAAQU064FS007AP";"07/09/2018";"Promotion régionale";"Animations locales # Concert";"Fanfares bandas";"";"Sarako Bestak";"Fronton";"";"64310";"SARE";"64504";"";"";"";"";" -1.5809790";"43.3127390";"";"";"";"11/09/2018|11/09/2018|||||";""
"FMAAQU064FS007AQ";"07/09/2018";"Promotion régionale";"Animations locales # Concert";"Fanfares bandas # Feux d'artifice";"";"Sarako Bestak";"Fronton";"";"64310";"SARE";"64504";"";"";"";"";" -1.5809790";"43.3127390";"";"";"";"12/09/2018|12/09/2018|||||";""
"FMAAQU064FS00E6S";"07/09/2018";"Promotion régionale";"Animations locales # Concert";"Course à pied # Fanfares bandas # Feux d'artifice # Musique traditionnelle";"";"Sarako Bestak - Fêtes de Sare";"Fronton";"";"64310";"SARE";"64504";"";"";"";"";" -1.5809790";"43.3127390";"";"";"";"08/09/2018|12/09/2018|||||";""
"FMAAQU064V500K3F";"04/04/2018";"Promotion locale";"Divertissement";"";"";"Sardinade";"Port de Canéta";"";"64700";"HENDAYE";"64260";"";"";"";"";" -1.7780570";"43.3584785";"Oui";"";"";"07/09/2018|07/09/2018|18:00||||";""
"FMAAQU033V50NIB7";"25/08/2018";"Promotion locale";"Animation patrimoine";"Jazz et blues";"";"Sardinade de la Tour de 'Honneur";"Tour de l'Honneur";"";"33340";"LESPARRE-MEDOC";"33240";"";"+33 6 25 77 60 14";"";"";" -0.9430864";"45.3079871";"Oui";"";"";"01/09/2018|01/09/2018|18:00||||";"Plein tarif|12,00||"
"FMAAQU047V50A9JE";"16/08/2018";"Promotion régionale";"Divertissement";"Gastronomie";"";"Sardinades";"SALLE DES FETES";"";"47340";"LA CROIX-BLANCHE";"47075";"";"+33 6 18 27 16 24";"";"";"0.69225700";"44.294044";"Oui";"";"";"15/09/2018|15/09/2018|20:00|00:00|||";""
"FMAAQU033V50JXZ4";"01/06/2018";"Promotion internationale";"Exposition";"Cinéma";"";"Satellite 2018 Novlangue, 3 expositions au CAPC Bordeaux ";"CAPC Musée d'art contemporain";"7, rue Ferrère";"33000";"BORDEAUX";"33063";"+33 5 56 00 81 50";"";"";"http://www.capc-bordeaux.fr/programme/satellite-2018";" -0.5722075";"44.8482733";"Oui";"";"";"13/02/2018|06/01/2019|11:00|18:00|||Lundi";"Plein tarif|7,00|| # Tarif réduit|4,00|| # Gratuit|||1er dimanche du mois sauf en juillet et août # Gratuit|||moins de 18 ans # Gratuit|||avec le Bordeaux Métropole Citypass"
"FMAAQU040V50JQO8";"12/09/2018";"Promotion locale";"Divertissement";"";"";"Saubusse et les Journées Européennes du Patrimoine les 15 et 16";"";"";"40180";"SAUBUSSE";"40293";"";"";"";"";" -1.1871680";"43.6562689";"Oui";"";"";"15/09/2018|16/09/2018|09:00|||18:00|";""
"FMAAQU033V50G3I0";"21/07/2018";"Promotion locale";"Loisir nature";"Nature # Sports nautiques # Vin / œnologie / spiritueux";"";"Sauternes au fil de l'eau";"Base Nautique de BOMMES";"";"33210";"BOMMES";"33060";"+33 5 56 63 68 00 # +33 5 56 76 69 13";"";"contact@tourisme-sud-gironde.com";"";" -0.3589966";"44.5485857";"Oui";"";"";"04/07/2018|08/07/2018|10:00|||| # 09/07/2018|15/07/2018|10:00|||| # 16/07/2018|22/07/2018|10:00|||| # 23/07/2018|29/07/2018|10:00|||| # 30/07/2018|05/08/2018|10:00|||| # 06/08/2018|12/08/2018|10:00|||| # 13/08/2018|16/08/2018|10:00|||| # 21/08/2018|26/08/2018|10:00|||| # 27/08/2018|02/09/2018|10:00|||| # 03/09/2018|09/09/2018|10:00|||| # 10/09/2018|14/09/2018|10:00||||";""
"FMAAQU047V505BPR";"04/09/2018";"Promotion régionale";"Animation Jeune Public # Animations locales # Divertissement";"Arts créatifs/Arts plastiques # Gastronomie";"";"Sauvagnas en fête";"Dans le bourg";"Place de l'église";"47340";"SAUVAGNAS";"47288";"";"+33 6 72 22 73 07";"sauvagnasenfete@hotmail.fr";"";"0.73947599";"44.2494589";"Oui";"";"";"15/09/2018|16/09/2018|09:00|18:00|||";"Plein tarif|10,00|14,00|Tarifs, 14€ adultes, 10€- de 12 ans, gratuit - de 5 ans."
"FMAAQU033V50FH74";"20/08/2018";"Promotion locale";"Animations locales # Concert";"";"";"Sauviac en musique";"Le Bourg";"";"33430";"SAUVIAC";"33507";"+33 5 56 25 15 27";"+33 6 33 56 44 87";"";"";" -0.1857939";"44.4057182";"Oui";"";"";"29/09/2018|29/09/2018|18:00||||";"Gratuit|||hors restauration"
